road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
rural,6,0.2565,45,night,rainy,True,True,afternoon,False,True,1,0.4102
highway,6,0.2089,35,daylight,clear,True,True,evening,False,False,6,0.3162
rural,3,0.3187,45,daylight,clear,True,True,morning,False,False,10,0.3839
rural,4,0.0977,45,night,rainy,True,True,morning,False,False,6,0.3623
highway,6,0.022,35,daylight,foggy,True,True,evening,False,True,3,0.3733
rural,2,0.3602,45,daylight,clear,True,True,evening,False,False,2,0.2975
rural,4,0.1997,25,night,rainy,True,False,afternoon,False,True,9,0.3606
rural,1,0.0922,45,daylight,clear,True,True,evening,False,False,10,0.3229
urban,6,0.2765,35,daylight,clear,True,True,afternoon,False,False,1,0.1744
rural,3,0.4006,35,dim,clear,True,True,morning,False,True,3,0.289
highway,3,0.2535,25,dim,clear,False,True,morning,False,False,10,0.4703
urban,4,0.193,45,daylight,clear,True,True,evening,False,True,1,0.286
highway,5,0.2352,70,dim,clear,True,True,afternoon,True,False,9,0.4115
rural,2,0.2329,25,night,clear,False,True,afternoon,False,False,1,0.2782
urban,1,0.1094,35,daylight,clear,False,True,morning,False,False,5,0.2308
rural,1,0.4196,45,daylight,clear,True,True,afternoon,False,False,10,0.3228
urban,4,0.1186,35,night,clear,True,True,afternoon,True,False,0,0.2738
highway,3,0.4002,60,night,rainy,True,True,morning,False,False,8,0.5274
rural,3,0.6498,45,daylight,foggy,True,True,afternoon,False,False,5,0.4073
highway,5,0.5258,70,night,foggy,True,True,morning,False,True,9,0.6194
rural,2,0.1118,45,daylight,clear,True,True,evening,True,False,2,0.2359
rural,1,0.1369,60,night,clear,True,True,evening,False,False,3,0.2998
highway,4,0.2034,70,daylight,clear,False,True,morning,False,False,6,0.4387
urban,5,0.2966,25,dim,rainy,False,True,afternoon,False,False,9,0.3521
rural,2,0.0559,70,daylight,clear,False,False,morning,False,False,8,0.3984
urban,1,0.2202,35,night,foggy,False,True,afternoon,True,False,0,0.3357
highway,2,0.153,25,dim,rainy,True,False,morning,False,True,6,0.3756
rural,1,0.4301,35,daylight,foggy,True,True,afternoon,False,False,6,0.3811
highway,6,0.323,45,daylight,rainy,True,True,morning,False,False,1,0.3722
highway,2,0.0861,70,daylight,clear,True,True,afternoon,False,True,4,0.2656
urban,2,0.329,45,night,clear,True,True,afternoon,False,True,9,0.3223
urban,6,0.0664,45,night,rainy,True,True,morning,False,False,8,0.2972
rural,4,0.4737,35,daylight,clear,False,True,morning,False,False,9,0.3553
rural,5,0.3526,45,night,clear,True,True,afternoon,False,False,3,0.3064
urban,3,0.0889,45,daylight,clear,True,True,afternoon,False,False,0,0.1366
urban,2,0.2729,35,daylight,rainy,True,True,evening,False,True,3,0.2063
rural,4,0.5809,45,night,clear,True,True,afternoon,False,False,3,0.4605
urban,6,0.1327,60,dim,clear,True,True,afternoon,False,True,2,0.2211
highway,3,0.1391,45,daylight,clear,True,False,evening,False,False,8,0.3284
highway,5,0.139,60,night,clear,True,True,evening,False,True,1,0.3803
rural,5,0.1422,45,daylight,clear,True,False,morning,False,False,8,0.2708
urban,2,0.0197,45,dim,clear,True,True,morning,True,True,10,0.2753
urban,6,0.1539,35,daylight,clear,True,True,morning,False,True,2,0.1745
rural,6,0.4837,25,night,rainy,True,True,morning,False,False,0,0.407
highway,1,0.3439,35,dim,rainy,True,True,morning,False,False,7,0.3994
urban,5,0.2367,35,night,clear,True,True,morning,False,True,8,0.2477
urban,4,0.2099,45,dim,clear,True,True,afternoon,False,True,2,0.1718
urban,2,0.2056,70,dim,rainy,True,True,morning,False,False,3,0.239
rural,5,0.7166,60,daylight,clear,True,False,morning,False,False,7,0.3321
rural,2,0.5223,45,daylight,clear,False,True,evening,False,False,0,0.2893
urban,1,0.5991,35,dim,clear,True,True,afternoon,False,False,7,0.2947
rural,5,0.2748,60,dim,rainy,True,True,evening,False,True,4,0.4179
rural,2,0.3619,60,daylight,rainy,True,True,morning,False,True,8,0.3956
rural,4,0.432,25,daylight,clear,True,True,afternoon,False,False,0,0.2486
rural,5,0.1504,70,daylight,clear,True,True,morning,False,True,2,0.2265
highway,1,0.4385,35,daylight,rainy,True,False,evening,False,True,9,0.3788
rural,3,0.5274,35,night,clear,True,False,evening,False,False,10,0.4542
rural,3,0.1003,35,daylight,rainy,False,True,afternoon,False,False,5,0.3294
highway,2,0.2873,35,daylight,clear,True,True,evening,False,True,7,0.3777
highway,5,0.0632,25,daylight,clear,True,True,afternoon,True,True,1,0.2751
urban,5,0.571,25,night,clear,False,True,afternoon,False,True,0,0.3563
urban,1,0.2464,35,dim,clear,True,True,afternoon,False,False,1,0.1711
highway,3,0.2533,70,night,foggy,True,True,afternoon,False,False,9,0.5116
urban,6,0.3252,45,daylight,clear,True,True,afternoon,False,False,2,0.1816
highway,4,0.1034,60,daylight,clear,False,True,afternoon,False,False,10,0.5004
urban,6,0.2215,70,daylight,clear,True,True,evening,False,False,5,0.3311
highway,3,0.324,35,night,foggy,False,True,afternoon,False,True,1,0.5122
rural,5,0.0117,60,dim,rainy,True,True,morning,False,True,5,0.4082
rural,4,0.0123,25,daylight,rainy,False,True,afternoon,False,True,10,0.3543
urban,4,0.0512,45,daylight,rainy,True,True,morning,False,False,1,0.1929
highway,1,0.5945,35,night,clear,True,True,morning,False,True,2,0.3691
urban,6,0.4103,25,dim,rainy,False,True,morning,False,True,8,0.3832
urban,2,0.0682,60,daylight,clear,False,True,morning,True,False,0,0.2102
urban,2,0.2389,60,daylight,rainy,True,True,afternoon,False,True,10,0.3291
highway,1,0.3241,45,night,rainy,False,True,evening,False,True,10,0.5709
rural,5,0.1951,60,daylight,clear,True,True,afternoon,False,True,5,0.3083
rural,5,0.1974,45,night,clear,True,True,evening,False,False,0,0.3567
rural,2,0.1761,45,dim,clear,True,True,afternoon,False,False,5,0.3136
highway,3,0.2678,35,daylight,clear,True,True,morning,False,False,8,0.3601
rural,1,0.0784,35,daylight,clear,True,True,evening,False,True,6,0.2741
rural,3,0.4391,70,daylight,clear,True,True,afternoon,False,True,6,0.3839
rural,1,0.4497,35,dim,rainy,False,True,afternoon,False,False,3,0.3508
rural,1,0.3958,60,daylight,clear,True,True,morning,False,True,2,0.2638
urban,2,0.218,45,dim,clear,False,True,afternoon,False,False,3,0.2249
urban,2,0.1857,35,night,clear,True,False,afternoon,False,False,1,0.1855
urban,6,0.244,60,daylight,rainy,False,True,morning,False,False,3,0.2448
urban,3,0.4924,25,daylight,clear,True,True,morning,False,True,1,0.1916
rural,5,0.1354,60,daylight,rainy,True,False,afternoon,False,True,10,0.3755
rural,4,0.2577,25,daylight,clear,False,True,evening,False,False,5,0.3167
highway,6,0.1943,60,daylight,foggy,True,True,afternoon,False,False,10,0.4476
urban,3,0.2873,35,daylight,clear,True,True,afternoon,False,False,1,0.188
rural,1,0.2654,60,night,rainy,True,True,evening,False,False,7,0.4439
rural,4,0.2626,35,night,clear,False,False,morning,False,False,7,0.4829
urban,4,0.1294,25,daylight,foggy,False,True,afternoon,False,False,4,0.2303
rural,6,0.0696,35,night,clear,True,True,morning,False,True,0,0.2566
highway,4,0.5238,60,dim,rainy,True,True,evening,False,True,6,0.4937
urban,6,0.2754,60,daylight,clear,True,True,afternoon,False,True,10,0.3284
rural,4,0.2651,70,daylight,rainy,False,True,morning,False,True,7,0.5246
urban,6,0.341,60,daylight,clear,False,True,evening,False,True,8,0.3151
urban,6,0.2974,45,night,rainy,True,True,evening,False,False,1,0.351
rural,4,0.3629,25,daylight,clear,True,True,afternoon,False,True,9,0.3013
highway,3,0.2989,35,daylight,rainy,True,True,evening,False,True,0,0.3387
rural,2,0.1935,35,daylight,clear,True,True,evening,False,True,6,0.3579
rural,2,0.1035,45,dim,clear,False,False,evening,False,False,8,0.4985
highway,1,0.2013,60,daylight,rainy,False,True,evening,False,True,6,0.5256
urban,5,0.3234,35,dim,clear,True,True,afternoon,False,True,10,0.3307
rural,3,0.2784,60,daylight,clear,True,False,morning,False,True,1,0.1895
rural,4,0.2839,45,daylight,rainy,True,True,morning,False,True,7,0.3911
highway,2,0.1692,45,dim,clear,True,True,evening,False,True,1,0.2889
rural,1,0.3166,25,daylight,foggy,True,True,afternoon,False,False,6,0.3166
highway,4,0.1325,35,dim,rainy,True,True,afternoon,False,False,4,0.3036
urban,1,0.0664,35,night,clear,True,True,afternoon,False,False,7,0.2119
rural,4,0.327,35,night,foggy,True,True,morning,False,False,4,0.4228
rural,6,0.1876,35,daylight,foggy,True,True,morning,False,False,1,0.2894
rural,4,0.6583,70,daylight,rainy,True,True,afternoon,False,False,9,0.4785
rural,2,0.3829,45,daylight,rainy,True,True,afternoon,False,False,5,0.3363
urban,2,0.3355,35,daylight,clear,False,True,morning,False,False,8,0.2981
urban,4,0.3122,35,daylight,rainy,True,True,morning,False,False,7,0.3087
urban,2,0.2596,70,daylight,rainy,True,True,evening,False,True,1,0.2906
highway,3,0.2825,45,daylight,clear,True,False,afternoon,False,False,9,0.3758
highway,4,0.5741,70,dim,foggy,True,True,evening,False,False,1,0.4011
urban,2,0.24,25,night,clear,True,True,afternoon,False,False,9,0.2837
highway,1,0.4345,45,night,clear,True,True,evening,False,False,7,0.4922
urban,1,0.4219,45,dim,rainy,False,False,evening,False,False,10,0.4523
urban,1,0.4586,70,daylight,foggy,True,True,evening,False,False,3,0.3552
urban,5,0.4502,35,daylight,rainy,True,True,afternoon,False,False,8,0.2605
highway,1,0.2287,35,daylight,rainy,True,True,morning,False,False,1,0.3042
rural,6,0.4288,45,daylight,clear,True,True,afternoon,False,False,9,0.3481
urban,1,0.1646,45,daylight,clear,True,True,afternoon,False,False,8,0.2039
rural,3,0.2246,25,daylight,clear,True,True,evening,False,False,1,0.2379
urban,3,0.3352,35,night,rainy,True,False,morning,False,False,10,0.4569
urban,5,0.4445,60,dim,rainy,True,True,morning,False,True,2,0.3654
urban,3,0.0649,60,night,clear,True,False,afternoon,False,True,1,0.2929
urban,2,0.3154,70,night,rainy,False,True,morning,False,True,9,0.4674
highway,1,0.1788,60,night,foggy,True,True,afternoon,False,True,0,0.3627
rural,2,0.019,35,daylight,clear,True,True,afternoon,False,True,10,0.3475
urban,5,0.0618,45,dim,clear,True,True,morning,False,True,7,0.2814
urban,2,0.4518,45,daylight,clear,True,True,afternoon,False,False,5,0.2693
urban,6,0.3896,35,daylight,clear,True,True,afternoon,False,False,3,0.1669
urban,2,0.3883,35,daylight,rainy,True,True,morning,False,False,4,0.2545
rural,2,0.3715,45,night,clear,False,False,morning,False,True,10,0.5603
urban,6,0.4924,60,dim,foggy,True,True,afternoon,False,False,3,0.3248
rural,3,0.2457,70,night,clear,True,True,evening,True,False,3,0.4251
urban,1,0.2839,25,daylight,rainy,True,True,evening,False,False,1,0.1768
urban,6,0.3374,60,dim,clear,True,True,afternoon,False,False,4,0.2654
highway,2,0.5567,70,daylight,clear,True,True,afternoon,False,False,3,0.4534
urban,4,0.0236,70,night,foggy,False,True,afternoon,False,True,6,0.4197
urban,1,0.3078,35,daylight,clear,True,True,evening,False,False,6,0.2885
urban,1,0.4995,25,night,clear,True,False,afternoon,False,False,2,0.2332
urban,4,0.4866,45,dim,clear,True,True,evening,False,False,8,0.4121
urban,5,0.0714,35,dim,clear,True,False,evening,False,True,7,0.2885
urban,5,0.4656,25,daylight,clear,True,True,evening,False,True,1,0.209
highway,1,0.4762,25,daylight,clear,True,True,afternoon,False,True,5,0.2914
rural,3,0.4768,60,night,clear,True,True,morning,False,False,3,0.3767
rural,6,0.0988,35,daylight,clear,True,True,afternoon,False,False,4,0.1927
rural,5,0.1853,45,daylight,clear,True,True,afternoon,False,False,7,0.3195
rural,5,0.2982,60,night,clear,True,True,afternoon,False,False,6,0.43
urban,2,0.082,60,daylight,clear,True,True,morning,False,False,4,0.2106
urban,2,0.3745,45,dim,rainy,True,True,evening,False,False,0,0.3063
urban,5,0.3348,60,night,rainy,True,False,afternoon,False,False,6,0.3564
rural,3,0.4532,25,daylight,clear,True,True,afternoon,False,False,10,0.3871
urban,2,0.0971,35,daylight,clear,True,False,morning,False,False,6,0.2179
urban,6,0.068,35,daylight,rainy,True,True,evening,False,False,0,0.2537
urban,3,0.3645,70,night,clear,True,True,morning,False,False,8,0.3905
urban,6,0.2258,45,dim,clear,True,True,evening,True,False,10,0.3719
urban,6,0.245,35,dim,clear,True,True,morning,False,True,9,0.3801
urban,1,0.0426,35,daylight,clear,True,True,evening,False,True,9,0.242
urban,6,0.1512,35,night,clear,False,True,evening,False,True,7,0.4456
urban,6,0.3494,35,dim,clear,True,True,afternoon,True,True,2,0.2
urban,3,0.618,45,daylight,clear,False,False,afternoon,False,False,2,0.2923
urban,2,0.0851,35,night,clear,True,True,evening,False,True,10,0.3287
urban,6,0.0876,25,dim,clear,True,True,evening,False,True,5,0.3363
rural,4,0.1813,25,daylight,clear,False,True,morning,False,False,3,0.2562
urban,3,0.5872,60,dim,clear,True,True,evening,False,False,1,0.2768
urban,5,0.327,45,daylight,clear,True,True,morning,True,False,5,0.1832
urban,6,0.1021,60,daylight,clear,True,True,afternoon,False,True,0,0.1398
urban,6,0.1286,60,dim,clear,True,True,afternoon,False,False,1,0.2053
urban,3,0.5064,35,night,rainy,True,True,afternoon,False,False,2,0.2731
highway,3,0.2362,35,night,clear,True,True,afternoon,False,False,5,0.3725
highway,3,0.5134,60,daylight,clear,True,True,morning,False,False,3,0.3685
urban,5,0.3892,45,daylight,foggy,False,True,evening,False,False,1,0.4291
rural,6,0.1178,45,daylight,rainy,True,True,morning,False,True,4,0.3788
urban,3,0.3881,70,daylight,foggy,True,True,morning,False,True,4,0.337
urban,4,0.0265,70,daylight,clear,True,True,morning,True,False,4,0.2192
rural,5,0.2352,25,daylight,clear,True,True,afternoon,True,False,0,0.233
urban,4,0.2797,60,daylight,foggy,True,True,afternoon,False,False,3,0.1593
urban,4,0.2642,25,daylight,rainy,False,False,evening,False,False,0,0.2355
rural,4,0.147,45,daylight,clear,True,True,morning,False,False,9,0.3033
rural,5,0.3798,25,daylight,clear,True,True,morning,False,False,2,0.2774
highway,2,0.4425,35,daylight,clear,True,True,evening,False,False,4,0.2651
rural,5,0.0685,35,daylight,clear,True,True,afternoon,False,True,9,0.3642
rural,3,0.6231,35,night,clear,True,False,evening,False,False,4,0.4622
urban,6,0.4292,60,night,clear,True,False,afternoon,False,True,0,0.2838
urban,4,0.3589,45,daylight,rainy,True,True,afternoon,False,True,9,0.3638
rural,3,0.3919,25,dim,foggy,True,True,afternoon,False,True,8,0.4061
highway,4,0.174,35,night,clear,True,True,evening,False,False,3,0.388
urban,4,0.2494,35,daylight,clear,True,True,morning,True,False,1,0.0923
highway,6,0.1457,45,night,rainy,True,False,morning,False,False,1,0.3698
urban,3,0.5349,45,daylight,clear,True,True,evening,False,True,9,0.3231
urban,1,0.4154,25,daylight,rainy,True,True,morning,True,False,3,0.2233
urban,4,0.433,60,night,clear,False,True,morning,False,False,5,0.3095
rural,6,0.2486,60,night,clear,True,True,evening,False,True,9,0.5557
rural,1,0.3054,70,daylight,clear,True,True,afternoon,False,False,5,0.2724
urban,5,0.2908,25,daylight,clear,True,True,afternoon,False,True,5,0.2177
highway,4,0.0354,60,daylight,clear,False,True,afternoon,False,False,8,0.3251
rural,4,0.0479,25,dim,clear,True,False,morning,False,False,8,0.2599
rural,6,0.1562,45,daylight,rainy,True,True,morning,False,False,5,0.2985
rural,5,0.1346,60,daylight,clear,True,True,afternoon,False,False,3,0.2724
urban,3,0.2199,35,dim,clear,True,True,afternoon,False,True,7,0.2933
rural,3,0.0576,35,dim,clear,True,True,afternoon,False,True,10,0.4024
urban,1,0.2048,45,night,clear,True,True,evening,False,False,4,0.2159
urban,5,0.2248,35,daylight,clear,True,True,evening,False,True,10,0.3358
rural,4,0.1872,45,daylight,clear,True,False,evening,False,False,10,0.4157
highway,1,0.1037,45,dim,rainy,True,True,evening,False,False,7,0.4449
rural,3,0.232,45,daylight,clear,True,False,evening,True,False,7,0.3716
rural,4,0.1853,60,dim,clear,True,True,afternoon,False,False,2,0.334
rural,6,0.5308,60,daylight,clear,False,True,afternoon,False,True,7,0.4981
urban,3,0.0837,70,daylight,rainy,True,True,evening,False,True,0,0.2189
highway,1,0.3247,45,night,foggy,True,True,afternoon,False,True,6,0.484
urban,3,0.5929,45,night,rainy,True,False,afternoon,False,True,3,0.3715
urban,6,0.3532,45,daylight,clear,True,True,morning,True,False,10,0.3398
urban,3,0.4688,45,daylight,rainy,True,True,morning,False,True,9,0.262
urban,5,0.4136,35,daylight,clear,True,True,afternoon,False,True,0,0.1076
urban,6,0.1214,45,night,clear,True,True,morning,False,False,8,0.3407
urban,1,0.2034,35,dim,foggy,False,True,morning,False,False,6,0.3448
urban,4,0.2263,35,night,clear,True,True,evening,False,True,8,0.3093
rural,3,0.2234,45,dim,clear,True,True,afternoon,False,False,6,0.3351
rural,3,0.2891,45,daylight,rainy,True,True,afternoon,False,False,0,0.2538
rural,2,0.1097,45,night,foggy,False,True,morning,False,False,0,0.398
urban,1,0.3612,35,night,clear,False,True,afternoon,False,False,5,0.2499
rural,1,0.03,45,dim,clear,True,True,afternoon,True,False,9,0.3854
urban,4,0.5052,60,daylight,clear,True,True,evening,False,True,0,0.2922
rural,5,0.1213,60,daylight,clear,True,False,afternoon,False,False,10,0.3409
urban,4,0.2683,60,daylight,clear,True,True,evening,False,False,9,0.2688
rural,6,0.4612,45,daylight,clear,True,True,evening,False,False,0,0.2999
urban,1,0.1272,35,daylight,clear,True,True,evening,False,True,0,0.116
rural,3,0.0707,35,daylight,clear,True,True,afternoon,False,True,2,0.194
highway,5,0.1197,35,daylight,clear,True,False,morning,False,False,10,0.3447
rural,5,0.095,70,daylight,clear,True,True,morning,False,True,3,0.3628
urban,1,0.3385,45,dim,clear,True,True,afternoon,False,False,9,0.2268
urban,1,0.1146,25,daylight,rainy,True,True,morning,False,True,3,0.1791
highway,4,0.4795,45,dim,clear,True,True,afternoon,False,False,6,0.453
urban,2,0.2246,35,daylight,foggy,True,True,morning,False,True,10,0.297
highway,1,0.1334,25,daylight,clear,True,True,evening,False,False,4,0.2832
urban,1,0.3245,35,daylight,rainy,True,True,morning,False,True,4,0.1764
highway,4,0.1759,45,dim,rainy,True,True,afternoon,False,False,3,0.2925
highway,1,0.3001,45,night,rainy,True,True,afternoon,False,True,8,0.4755
rural,6,0.2247,25,dim,rainy,False,True,afternoon,False,True,1,0.437
urban,4,0.3533,45,night,clear,True,True,afternoon,False,True,9,0.3853
urban,6,0.1287,25,daylight,rainy,True,True,evening,False,True,10,0.2826
highway,1,0.5049,45,dim,clear,False,False,afternoon,False,False,10,0.4536
highway,3,0.4077,35,dim,clear,True,True,afternoon,False,False,0,0.2273
urban,1,0.4052,35,daylight,clear,True,True,evening,False,False,8,0.3036
urban,2,0.1407,70,dim,clear,True,True,evening,False,True,6,0.3669
highway,5,0.4482,60,daylight,clear,False,True,afternoon,False,False,3,0.391
rural,4,0.2167,70,daylight,rainy,False,True,evening,False,False,7,0.4455
highway,2,0.4207,45,daylight,clear,True,True,afternoon,False,True,9,0.3472
highway,6,0.5647,25,night,rainy,True,True,afternoon,False,True,8,0.5439
highway,4,0.287,45,night,clear,False,True,evening,False,False,8,0.5235
